chrom	chromStart	chromEnd	probeID	probe_strand
chr1	179976837	179976839	cg18278694	-
chr1	180151564	180151566	cg27056501	-
chr1	180192316	180192318	cg03396826	+
chr1	180236117	180236119	cg26225694	-
chr1	181034066	181034068	cg23037321	+
chr1	181043355	181043357	cg01441127	-
chr1	181153108	181153110	cg16403565	+
chr1	184621946	184621948	cg24250374	-
chr1	184802686	184802688	cg21279326	+
chr1	184975652	184975654	cg12141056	-
chr1	187476502	187476504	cg27440574	-
chr1	192545996	192545998	cg24602411	-
chr1	192575585	192575587	cg10861751	+
chr1	197776107	197776109	cg17611742	+
chr1	198167387	198167389	cg09372617	-
chr1	198320949	198320951	cg25408950	-
chr1	198621607	198621609	cg10768932	+
chr1	198652550	198652552	cg11813810	+
chr1	198679916	198679918	cg26399994	+
chr1	198680059	198680061	cg23095383	+
chr1	198689586	198689588	cg06550420	+
chr1	200034671	200034673	cg10513702	-
chr1	200035628	200035630	cg12730323	+
chr1	200759555	200759557	cg11718780	-
chr1	200872997	200872999	cg01711322	-
chr1	200873016	200873018	cg04983977	-
chr1	200877967	200877969	cg03040292	+
chr1	201024969	201024971	cg15288326	-
chr1	201282853	201282855	cg16819028	-
chr1	201422618	201422620	cg13172153	-
chr1	201696293	201696295	cg05695876	+
chr1	202122751	202122753	cg17219660	+
chr1	202159553	202159555	cg00903584	+
chr1	202160063	202160065	cg19675731	-
chr1	202160075	202160077	cg16266227	-
chr1	202160126	202160128	cg22008490	+
chr1	202160437	202160439	cg18384097	+
chr1	202160736	202160738	cg25746134	-
chr1	202568708	202568710	cg12581598	-
chr1	203005930	203005932	cg02769705	+
chr1	203187496	203187498	cg19081101	+
chr1	203289774	203289776	cg06215984	-
chr1	203626154	203626156	cg17589633	+
chr1	203765267	203765269	cg17711527	-
chr1	203765349	203765351	cg06958535	+
chr1	203765430	203765432	cg00942920	+
chr1	203794223	203794225	cg24343524	-
chr1	203799388	203799390	cg04902405	+
chr1	203907119	203907121	cg17943323	-
chr1	204369244	204369246	cg20002843	+
chr1	204377514	204377516	cg02736228	-
chr1	204477179	204477181	cg23958533	+
chr1	205285953	205285955	cg20824939	-
chr1	205294609	205294611	cg09030187	+
chr1	205321203	205321205	cg07391498	-
chr1	205356930	205356932	cg21996351	-
chr1	205441007	205441009	cg03223894	-
chr1	205719631	205719633	cg15520845	+
chr1	206555711	206555713	cg01442843	+
chr1	206555770	206555772	cg02035751	+
chr1	206556224	206556226	cg14163311	-
chr1	206556284	206556286	cg17220933	+
chr1	206557670	206557672	cg02589695	+
chr1	206557837	206557839	cg22401939	+
chr1	206559386	206559388	cg15585555	-
chr1	206559810	206559812	cg19638572	+
chr1	206568887	206568889	cg17001153	-
chr1	206703650	206703652	cg24141516	+
chr1	206737521	206737523	cg16061436	+
chr1	206739841	206739843	cg13429095	-
chr1	206772820	206772822	cg17744604	-
chr1	206772841	206772843	cg14180511	-
chr1	206784668	206784670	cg12073436	+
chr1	206803343	206803345	cg15392364	+
chr1	206909482	206909484	cg06528575	+
chr1	206909554	206909556	cg00008647	+
chr1	206909783	206909785	cg26014884	+
chr1	207804522	207804524	cg20817822	+
chr1	207819202	207819204	cg22714290	-
chr1	207822406	207822408	cg22793142	-
chr1	207866907	207866909	cg24315421	-
chr1	208044663	208044665	cg27225130	-
chr1	209674272	209674274	cg23646375	+
chr1	209704595	209704597	cg26880525	+
chr1	209768720	209768722	cg09802688	-
chr1	209806252	209806254	cg25204440	-
chr1	210253012	210253014	cg10717691	-
chr1	210293126	210293128	cg09074223	+
chr1	211353362	211353364	cg13066703	+
chr1	211655141	211655143	cg02673850	+
chr1	212052965	212052967	cg00863309	+
chr1	212105143	212105145	cg01081168	+
chr1	212235266	212235268	cg04851465	+
chr1	212385511	212385513	cg00916659	-
chr1	212415505	212415507	cg21400549	-
chr1	212782833	212782835	cg04230117	+
chr1	212861958	212861960	cg00156403	-
chr1	213980741	213980743	cg06087349	+
chr1	214288135	214288137	cg10585941	+
chr1	214303719	214303721	cg22796363	-
chr1	214453600	214453602	cg22173637	+
chr1	214547461	214547463	cg16388983	+
chr1	214640368	214640370	cg15009294	-
chr1	217137575	217137577	cg26004203	-
chr1	217140356	217140358	cg23663428	-
chr1	220690229	220690231	cg24310461	+
chr1	220748268	220748270	cg26218412	-
chr1	220877116	220877118	cg03901660	-
chr1	220877148	220877150	cg10386298	+
chr1	220878415	220878417	cg18645081	-
chr1	221713296	221713298	cg07946977	+
chr1	222712423	222712425	cg11138318	-
chr1	222737191	222737193	cg19672873	-
chr1	223230103	223230105	cg25743622	+
chr1	223234925	223234927	cg11147878	-
chr1	224182452	224182454	cg23213217	-
chr1	224182619	224182621	cg12279138	-
chr1	224616523	224616525	cg00290506	+
chr1	224929686	224929688	cg25379026	+
chr1	224929728	224929730	cg10174867	+
chr1	224930047	224930049	cg20492807	-
chr1	225424905	225424907	cg22945457	+
chr1	225674585	225674587	cg10826999	-
chr1	225777973	225777975	cg00777895	-
chr1	225865972	225865974	cg15323828	+
chr1	226370794	226370796	cg18590995	-
chr1	226640948	226640950	cg20452738	-
chr1	226645432	226645434	cg23038277	+
chr1	226653538	226653540	cg22021597	-
chr1	226663039	226663041	cg04102510	-
chr1	226699342	226699344	cg02896872	-
chr1	226736555	226736557	cg05306109	-
chr1	226736609	226736611	cg23717186	-
chr1	226741318	226741320	cg26249168	-
chr1	226882928	226882930	cg08708961	+
chr1	226938124	226938126	cg06298740	-
chr1	226952150	226952152	cg16051954	+
chr1	226974425	226974427	cg03612357	+
chr1	227317019	227317021	cg03890680	+
chr1	228098079	228098081	cg05640322	+
chr1	228136318	228136320	cg07702659	+
chr1	228142383	228142385	cg07366503	+
chr1	228164710	228164712	cg01742370	+
chr1	228164747	228164749	cg12298872	-
chr1	228491927	228491929	cg04570265	+
chr1	229433922	229433924	cg23597629	+
chr1	230281349	230281351	cg17954142	+
chr1	231020201	231020203	cg15557309	+
chr1	231376929	231376931	cg18815120	-
chr1	231612159	231612161	cg08458637	+
chr1	231750453	231750455	cg25203627	+
chr1	232467647	232467649	cg17733594	+
chr1	233613634	233613636	cg25312594	-
chr1	234534078	234534080	cg07109453	+
chr1	234613358	234613360	cg09324669	+
chr1	234683998	234684000	cg19087171	-
chr1	234707844	234707846	cg04605532	-
chr1	234841824	234841826	cg02889973	-
chr1	234997590	234997592	cg04245131	+
chr1	235853827	235853829	cg03678274	+
chr1	236065297	236065299	cg02957057	-
chr1	236065454	236065456	cg16549308	+
chr1	237041873	237041875	cg07790615	+
chr1	241631867	241631869	cg04918831	+
chr1	241635760	241635762	cg17461214	+
chr1	242890631	242890633	cg27540865	-
chr1	243494501	243494503	cg00420884	+
chr1	243506921	243506923	cg13396060	+
chr1	244054025	244054027	cg03883331	+
chr1	244054235	244054237	cg06769116	-
chr1	244055024	244055026	cg14171188	-
chr1	244055079	244055081	cg21164741	-
chr1	244352590	244352592	cg11256132	+
chr1	244352719	244352721	cg08943180	-
chr1	244382314	244382316	cg23028740	-
chr1	245091894	245091896	cg06958636	-
chr1	245378153	245378155	cg19368911	+
chr1	246282997	246282999	cg25199005	+
chr1	247173383	247173385	cg02952913	+
chr1	247328405	247328407	cg12655059	-
chr1	247407592	247407594	cg23633059	+
chr1	248740021	248740023	cg03541887	-
chr1	248817207	248817209	cg00804354	+
chr1	248853877	248853879	cg17855595	-
chr2	263655	263657	cg13354988	-
chr2	426251	426253	cg20888499	+
chr2	440187	440189	cg19007570	-
chr2	554371	554373	cg17163729	-
chr2	1721988	1721990	cg08216099	-
chr2	1743073	1743075	cg12780678	-
chr2	1813578	1813580	cg10075506	-
chr2	1813636	1813638	cg06201514	-
chr2	2646510	2646512	cg07930673	-
chr2	3169507	3169509	cg07948095	-
chr2	3196240	3196242	cg17494897	+
chr2	3257595	3257597	cg25735823	+
chr2	3284965	3284967	cg04337403	-
chr2	3316757	3316759	cg11166303	+
chr2	3448575	3448577	cg22182287	+
chr2	3448635	3448637	cg00548824	+
chr2	3448665	3448667	cg17738010	+
chr2	3448771	3448773	cg06360976	+
chr2	3448791	3448793	cg11642891	+
chr2	3448852	3448854	cg15807143	-
chr2	5696233	5696235	cg04043795	+
chr2	8515566	8515568	cg00493019	+
chr2	8535468	8535470	cg22489510	-
chr2	8679008	8679010	cg19615304	-
chr2	9424771	9424773	cg26306976	+
chr2	9470491	9470493	cg25739938	+
chr2	9472677	9472679	cg06966462	+
chr2	9565638	9565640	cg20899781	-
chr2	9675880	9675882	cg23418968	-
chr2	10054624	10054626	cg26396370	+
chr2	10330834	10330836	cg23728189	-
chr2	10332087	10332089	cg15773312	+
chr2	10721577	10721579	cg09296611	+
chr2	11748626	11748628	cg00523161	+
chr2	11750573	11750575	cg21579399	-
chr2	11777496	11777498	cg10142874	-
chr2	11777660	11777662	cg24011073	+
chr2	12340268	12340270	cg01969403	+
chr2	12712900	12712902	cg00462849	+
chr2	12726802	12726804	cg09689296	+
chr2	16625965	16625967	cg17981790	+
chr2	18976569	18976571	cg16707227	+
chr2	19351988	19351990	cg07531268	+
chr2	19352027	19352029	cg12619940	+
chr2	19352098	19352100	cg17097782	+
chr2	20448432	20448434	cg16258854	-
chr2	20515057	20515059	cg02153681	+
chr2	20579438	20579440	cg11415156	+
chr2	20592248	20592250	cg22034855	-
chr2	20627072	20627074	cg21383284	+
chr2	20642565	20642567	cg27416435	-
chr2	23526406	23526408	cg11227278	+
chr2	23532472	23532474	cg01837846	-
chr2	23554375	23554377	cg05587394	-
chr2	23690898	23690900	cg23203698	-
chr2	23691041	23691043	cg16911296	+
chr2	24121193	24121195	cg00157016	+
chr2	24361211	24361213	cg06652632	+
chr2	24926752	24926754	cg22480783	+
chr2	25252856	25252858	cg20948740	+
chr2	25337393	25337395	cg15302376	+
chr2	25387103	25387105	cg19710326	-
chr2	25741191	25741193	cg02607972	-
chr2	25825413	25825415	cg27492103	+
chr2	26184873	26184875	cg10927841	-
chr2	26401891	26401893	cg01734112	-
chr2	26401898	26401900	cg14013195	-
chr2	26772241	26772243	cg03462604	+
chr2	26788981	26788983	cg10480329	-
chr2	27307494	27307496	cg01454215	-
chr2	27393357	27393359	cg05107686	+
chr2	27393571	27393573	cg02740893	+
chr2	27410315	27410317	cg00494710	-
chr2	27461037	27461039	cg23401251	-
chr2	27573117	27573119	cg03708221	+
chr2	27628908	27628910	cg26104551	-
chr2	27735854	27735856	cg05613116	+
chr2	27736029	27736031	cg06566627	-
chr2	28286702	28286704	cg20657709	-
chr2	28359808	28359810	cg11535839	-
chr2	28394744	28394746	cg23522611	-
chr2	28395460	28395462	cg25784219	-
chr2	28395963	28395965	cg08836542	+
chr2	28717533	28717535	cg07205203	+
chr2	28810913	28810915	cg13546935	-
chr2	28811030	28811032	cg04786857	-
chr2	28811185	28811187	cg26502666	+
chr2	28927035	28927037	cg21005412	-
chr2	30159707	30159709	cg19931733	-
chr2	30234243	30234245	cg17250262	-
chr2	30410301	30410303	cg19791637	-
chr2	30566475	30566477	cg08358332	+
chr2	31156132	31156134	cg07214920	-
chr2	31231764	31231766	cg12193327	-
chr2	32265696	32265698	cg22805603	+
chr2	33134213	33134215	cg15135286	-
chr2	33134288	33134290	cg13652008	-
chr2	33426979	33426981	cg23153745	+
chr2	36408375	36408377	cg23336143	+
chr2	36530684	36530686	cg05507566	+
chr2	36563041	36563043	cg22957691	+
chr2	37080882	37080884	cg18637383	-
chr2	37189675	37189677	cg00841141	+
chr2	37189739	37189741	cg05538887	+
chr2	37711496	37711498	cg16163382	-
chr2	38075530	38075532	cg16439198	+
chr2	38373224	38373226	cg05132905	+
chr2	38374991	38374993	cg03269757	+
chr2	38665744	38665746	cg05275752	+
chr2	38666094	38666096	cg05604112	+
chr2	38666108	38666110	cg23643435	-
chr2	38666376	38666378	cg00359181	-
chr2	38960391	38960393	cg11176990	-
chr2	38960397	38960399	cg22158769	-
chr2	39920660	39920662	cg01644640	+
chr2	40363730	40363732	cg27060355	+
chr2	42101796	42101798	cg02942766	+
chr2	42102511	42102513	cg15001131	-
chr2	42104781	42104783	cg00484711	-
chr2	42217686	42217688	cg09535475	-
chr2	42653250	42653252	cg21842916	-
chr2	42796804	42796806	cg14631114	-
chr2	42813984	42813986	cg18739675	-
chr2	42880317	42880319	cg17517296	-
chr2	43075223	43075225	cg21011403	+
chr2	43136913	43136915	cg09489567	+
chr2	43170375	43170377	cg00259518	+
chr2	43171031	43171033	cg01243072	-
chr2	43194981	43194983	cg08847775	-
chr2	43269073	43269075	cg23105419	-
chr2	43540207	43540209	cg25938803	-
chr2	44085556	44085558	cg08613504	-
chr2	44089555	44089557	cg04848957	-
chr2	44286617	44286619	cg21843262	+
chr2	44286651	44286653	cg09860050	+
chr2	44286765	44286767	cg24724513	+
chr2	44706138	44706140	cg00782708	-
chr2	44928634	44928636	cg07514703	-
chr2	44928851	44928853	cg14168530	+
chr2	44930156	44930158	cg22884656	+
chr2	44942541	44942543	cg02147764	-
chr2	45011302	45011304	cg10281509	+
chr2	45759446	45759448	cg03075156	-
chr2	46575172	46575174	cg05483534	-
chr2	46698193	46698195	cg07894334	-
chr2	46804499	46804501	cg18429374	-
chr2	46944274	46944276	cg05927789	+
chr2	47155599	47155601	cg16575998	-
chr2	47269886	47269888	cg07011538	+
chr2	47271565	47271567	cg07462838	+
chr2	47695465	47695467	cg02053451	-
chr2	48112991	48112993	cg21672758	+
chr2	48313531	48313533	cg00032884	+
chr2	54533192	54533194	cg24608504	-
chr2	54559010	54559012	cg15602548	-
chr2	54628796	54628798	cg10854528	+
chr2	54673860	54673862	cg20341504	-
chr2	54673917	54673919	cg14919082	+
chr2	54787911	54787913	cg19846040	-
chr2	55250711	55250713	cg03820688	+
chr2	55415757	55415759	cg01953317	-
chr2	61380342	61380344	cg02054108	+
chr2	62571229	62571231	cg07185131	-
chr2	62571312	62571314	cg05655534	+
chr2	63047479	63047481	cg15732840	-
chr2	63047721	63047723	cg15402210	+
chr2	63052359	63052361	cg16595607	-
chr2	63053933	63053935	cg27364741	+
chr2	63054003	63054005	cg25622366	-
chr2	63054181	63054183	cg10859133	+
chr2	63055566	63055568	cg04654530	-
chr2	63055747	63055749	cg08473330	-
chr2	63055877	63055879	cg07974511	-
chr2	63056219	63056221	cg14604681	+
chr2	63056831	63056833	cg21472506	-
chr2	63056930	63056932	cg23229261	-
chr2	63056996	63056998	cg10122865	-
chr2	63058913	63058915	cg11536474	-
chr2	63820667	63820669	cg02243157	+
chr2	64405501	64405503	cg14209730	+
chr2	64453290	64453292	cg06645778	-
chr2	64779483	64779485	cg06500792	+
chr2	64861865	64861867	cg22900266	+
chr2	64938025	64938027	cg05025332	+
chr2	64952487	64952489	cg17940256	-
chr2	64998853	64998855	cg23831876	-
chr2	65367755	65367757	cg14480116	+
chr2	65504382	65504384	cg17010895	-
chr2	66439551	66439553	cg23497016	-
chr2	66439926	66439928	cg22731271	+
chr2	66439968	66439970	cg16178603	+
chr2	66440416	66440418	cg11433622	+
chr2	66444526	66444528	cg09535924	-
chr2	66445204	66445206	cg09550083	+
chr2	66445708	66445710	cg14775296	+
chr2	66446852	66446854	cg08238215	+
chr2	68121663	68121665	cg10099758	+
chr2	68256165	68256167	cg08898515	-
chr2	68319374	68319376	cg07080358	+
chr2	68319446	68319448	cg24171907	+
chr2	68365604	68365606	cg13468685	+
chr2	68871436	68871438	cg10976975	+
chr2	69172442	69172444	cg10803714	+
chr2	69604275	69604277	cg22059413	-
chr2	69619803	69619805	cg01604601	-
chr2	69640701	69640703	cg25929198	+
chr2	69648337	69648339	cg11676189	+
chr2	69961959	69961961	cg09948350	-
chr2	69961978	69961980	cg01894508	-
chr2	70091988	70091990	cg25420477	-
chr2	70103581	70103583	cg12926341	-
chr2	70133017	70133019	cg01726273	-
chr2	70260867	70260869	cg10934870	-
chr2	70472675	70472677	cg21346154	-
chr2	70768216	70768218	cg24347663	-
chr2	70768218	70768220	cg08857144	-
chr2	70768326	70768328	cg15170605	-
chr2	70888863	70888865	cg08793877	-
chr2	70889057	70889059	cg22876812	-
chr2	71071789	71071791	cg18991240	+
chr2	71560677	71560679	cg01407254	+
chr2	73059359	73059361	cg07558704	-
chr2	73826571	73826573	cg09681386	+
chr2	73986634	73986636	cg11236515	-
chr2	74037579	74037581	cg01987702	+
chr2	74045645	74045647	cg01355757	+
chr2	74053697	74053699	cg02956499	-
chr2	74385578	74385580	cg13774539	+
chr2	74436288	74436290	cg22052672	+
chr2	74516309	74516311	cg21185289	+
chr2	74648408	74648410	cg02768694	+
chr2	74648420	74648422	cg01287476	+
chr2	74740562	74740564	cg10818657	+
chr2	74840588	74840590	cg27049094	+
chr2	74843116	74843118	cg10597191	+
chr2	74862541	74862543	cg12077754	-
chr2	75199961	75199963	cg05403555	+
chr2	75199971	75199973	cg09306214	+
chr2	75708403	75708405	cg21423557	+
chr2	84908698	84908700	cg00052964	+
chr2	84915849	84915851	cg20691617	+
chr2	85134835	85134837	cg07847030	+
chr2	85134906	85134908	cg17484733	+
chr2	85320107	85320109	cg00027232	-
chr2	85324726	85324728	cg01054402	-
chr2	85505023	85505025	cg23150604	-
chr2	85694405	85694407	cg18310515	+
chr2	85694839	85694841	cg24620635	-
chr2	85811678	85811680	cg22618405	+
chr2	85914974	85914976	cg10498814	-
chr2	86028496	86028498	cg04946327	+
chr2	86028530	86028532	cg11135381	-
chr2	86028680	86028682	cg24062526	+
chr2	86036100	86036102	cg08279008	-
chr2	86036771	86036773	cg04915044	-
chr2	86191630	86191632	cg14804903	+
chr2	86193476	86193478	cg07133479	-
chr2	86603731	86603733	cg11958668	+
chr2	86621775	86621777	cg03012821	+
chr2	86785686	86785688	cg00219921	-
chr2	86791834	86791836	cg08506127	-
chr2	86791842	86791844	cg18830527	-
chr2	86792068	86792070	cg21648425	-
chr2	86792722	86792724	cg12344862	-
chr2	86793813	86793815	cg25939861	-
chr2	86793993	86793995	cg03196485	-
chr2	86807076	86807078	cg03318654	-
chr2	86809876	86809878	cg19410791	+
chr2	86821365	86821367	cg18857618	+
chr2	86821623	86821625	cg04329870	+
chr2	86825282	86825284	cg08777095	+
chr2	86825471	86825473	cg22999502	+
chr2	86858233	86858235	cg07536161	-
chr2	86862809	86862811	cg27445883	-
chr2	88013831	88013833	cg08952844	-
chr2	88828579	88828581	cg05307452	-
chr2	88859675	88859677	cg10067737	-
chr2	88859692	88859694	cg18445426	-
chr2	94996468	94996470	cg22058452	+
chr2	96240093	96240095	cg10653297	+
chr2	96251828	96251830	cg14837825	-
chr2	96267544	96267546	cg25522181	+
chr2	96527342	96527344	cg09611490	+
chr2	96538663	96538665	cg19954537	-
chr2	96539193	96539195	cg13112407	-
chr2	96539409	96539411	cg04722215	-
chr2	96541860	96541862	cg09014716	-
chr2	96555120	96555122	cg02443816	+
chr2	96595036	96595038	cg12927730	+
chr2	96636930	96636932	cg03443331	+
chr2	96774089	96774091	cg15780398	-
chr2	97713227	97713229	cg08859278	+
chr2	97713347	97713349	cg09006159	-
chr2	97713366	97713368	cg15933451	+
chr2	97733899	97733901	cg07682434	+
chr2	97969269	97969271	cg22674082	-
chr2	98086969	98086971	cg05044134	+
chr2	98086986	98086988	cg12477533	+
chr2	98446535	98446537	cg16469046	+
chr2	98448957	98448959	cg23882186	-
chr2	98464886	98464888	cg11555067	-
chr2	98504166	98504168	cg21532760	-
chr2	98663606	98663608	cg13584531	+
chr2	98664466	98664468	cg02606840	+
chr2	98664499	98664501	cg03429643	+
chr2	98726522	98726524	cg25015733	+
chr2	98735086	98735088	cg15012027	+
chr2	100060948	100060950	cg27315109	-
chr2	100142551	100142553	cg07349094	+
chr2	100142671	100142673	cg06183267	-
chr2	100142696	100142698	cg23497683	-
chr2	100394306	100394308	cg18406852	+
chr2	101270243	101270245	cg16308841	-
chr2	101475144	101475146	cg02933362	-
chr2	101475193	101475195	cg27255239	-
chr2	101700033	101700035	cg13522882	-
chr2	102417292	102417294	cg26675329	-
chr2	102417338	102417340	cg11335172	+
chr2	102717885	102717887	cg06040925	-
chr2	104842705	104842707	cg08189989	-
chr2	104844637	104844639	cg17529832	+
chr2	104855501	104855503	cg01878345	+
chr2	105261366	105261368	cg23371476	-
chr2	105309507	105309509	cg04112866	-
chr2	105747145	105747147	cg25961567	+
chr2	105747771	105747773	cg20703928	-
chr2	105755189	105755191	cg19828970	+
chr2	105783415	105783417	cg21551182	+
chr2	105802686	105802688	cg01295249	+
chr2	105821663	105821665	cg00705730	+
chr2	105896121	105896123	cg21661768	-
chr2	106096602	106096604	cg20995188	+
chr2	106160581	106160583	cg00118342	-
chr2	106175969	106175971	cg25436766	+
chr2	106488533	106488535	cg21549011	+
chr2	107830029	107830031	cg01763990	+
chr2	108580502	108580504	cg15850018	+
chr2	109270273	109270275	cg19024599	+
chr2	109275593	109275595	cg17027260	+
chr2	109318271	109318273	cg23986590	-
chr2	109614226	109614228	cg24542441	+
chr2	109614325	109614327	cg21563597	+
chr2	110667336	110667338	cg03292206	-
chr2	111221820	111221822	cg13551117	+
chr2	111896439	111896441	cg10454864	+
chr2	112181847	112181849	cg16987524	+
chr2	112181984	112181986	cg20313969	-
chr2	112182831	112182833	cg01154505	-
chr2	112187928	112187930	cg24743301	+
chr2	112301147	112301149	cg12153373	+
chr2	112985389	112985391	cg19457770	-
chr2	113173940	113173942	cg26668608	-
chr2	113173960	113173962	cg00302479	-
